Agentura,Datum,Hodnota,Průměr,Strana,size
Median,2023-03-18,0.04720678821305623,TOP 09,TOP 09,1
STEM,2023-03-18,0.04720678821305623,TOP 09,TOP 09,1
volby+STEM,2023-03-28,0.3159849843362452,ANO,ANO,1
Kantar,2023-03-28,0.3159849843362452,ANO,ANO,1
Median,2023-03-28,0.3159849843362452,ANO,ANO,1
STEM,2023-03-28,0.3159849843362452,ANO,ANO,1
volby+STEM,2023-03-28,0.0395503459142127,KDU-ČSL,KDU-ČSL,1
Kantar,2023-03-28,0.0395503459142127,KDU-ČSL,KDU-ČSL,1
Median,2023-03-28,0.0395503459142127,KDU-ČSL,KDU-ČSL,1
STEM,2023-03-28,0.0395503459142127,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-03-28,0.02989955764656979,KSČM,KSČM,1
Kantar,2023-03-28,0.02989955764656979,KSČM,KSČM,1
Median,2023-03-28,0.02989955764656979,KSČM,KSČM,1
STEM,2023-03-28,0.02989955764656979,KSČM,KSČM,1
volby+STEM,2023-03-28,0.17129121506321923,ODS,ODS,1
Kantar,2023-03-28,0.17129121506321923,ODS,ODS,1
Median,2023-03-28,0.17129121506321923,ODS,ODS,1
STEM,2023-03-28,0.17129121506321923,ODS,ODS,1
volby+STEM,2023-03-28,0.10322563816030121,Piráti,Piráti,1
Kantar,2023-03-28,0.10322563816030121,Piráti,Piráti,1
Median,2023-03-28,0.10322563816030121,Piráti,Piráti,1
STEM,2023-03-28,0.10322563816030121,Piráti,Piráti,1
volby+STEM,2023-03-28,0.025762635835582103,Přísaha,Přísaha,1
Kantar,2023-03-28,0.025762635835582103,Přísaha,Přísaha,1
Median,2023-03-28,0.025762635835582103,Přísaha,Přísaha,1
STEM,2023-03-28,0.025762635835582103,Přísaha,Přísaha,1
volby+STEM,2023-03-28,0.04498967301812532,SOCDEM,SOCDEM,1
Kantar,2023-03-28,0.04498967301812532,SOCDEM,SOCDEM,1
Median,2023-03-28,0.04498967301812532,SOCDEM,SOCDEM,1
STEM,2023-03-28,0.04498967301812532,SOCDEM,SOCDEM,1
volby+STEM,2023-03-28,0.08854190628118738,SPD,SPD,1
Kantar,2023-03-28,0.08854190628118738,SPD,SPD,1
Median,2023-03-28,0.08854190628118738,SPD,SPD,1
STEM,2023-03-28,0.08854190628118738,SPD,SPD,1
volby+STEM,2023-03-28,0.06620981261971126,STAN,STAN,1
Kantar,2023-03-28,0.06620981261971126,STAN,STAN,1
Median,2023-03-28,0.06620981261971126,STAN,STAN,1
STEM,2023-03-28,0.06620981261971126,STAN,STAN,1
volby+STEM,2023-03-28,0.04625971296766083,TOP 09,TOP 09,1
Kantar,2023-03-28,0.04625971296766083,TOP 09,TOP 09,1
Median,2023-03-28,0.04625971296766083,TOP 09,TOP 09,1
STEM,2023-03-28,0.04625971296766083,TOP 09,TOP 09,1
volby+STEM,2023-04-16,0.31806540247525006,ANO,ANO,1
Kantar,2023-04-16,0.31806540247525006,ANO,ANO,1
Median,2023-04-16,0.31806540247525006,ANO,ANO,1
STEM,2023-04-16,0.31806540247525006,ANO,ANO,1
volby+STEM,2023-04-16,0.043010620427073334,KDU-ČSL,KDU-ČSL,1
Kantar,2023-04-16,0.043010620427073334,KDU-ČSL,KDU-ČSL,1
Median,2023-04-16,0.043010620427073334,KDU-ČSL,KDU-ČSL,1
STEM,2023-04-16,0.043010620427073334,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-04-16,0.03197470059807795,KSČM,KSČM,1
Kantar,2023-04-16,0.03197470059807795,KSČM,KSČM,1
Median,2023-04-16,0.03197470059807795,KSČM,KSČM,1
STEM,2023-04-16,0.03197470059807795,KSČM,KSČM,1
volby+STEM,2023-04-16,0.16399516122963984,ODS,ODS,1
Kantar,2023-04-16,0.16399516122963984,ODS,ODS,1
Median,2023-04-16,0.16399516122963984,ODS,ODS,1
STEM,2023-04-16,0.16399516122963984,ODS,ODS,1
volby+STEM,2023-04-16,0.10548949205947065,Piráti,Piráti,1
Kantar,2023-04-16,0.10548949205947065,Piráti,Piráti,1
Median,2023-04-16,0.10548949205947065,Piráti,Piráti,1
STEM,2023-04-16,0.10548949205947065,Piráti,Piráti,1
volby+STEM,2023-04-16,0.02438928563540589,Přísaha,Přísaha,1
Kantar,2023-04-16,0.02438928563540589,Přísaha,Přísaha,1
Median,2023-04-16,0.02438928563540589,Přísaha,Přísaha,1
STEM,2023-04-16,0.02438928563540589,Přísaha,Přísaha,1
volby+STEM,2023-04-16,0.04400517557046783,SOCDEM,SOCDEM,1
Kantar,2023-04-16,0.04400517557046783,SOCDEM,SOCDEM,1
Median,2023-04-16,0.04400517557046783,SOCDEM,SOCDEM,1
STEM,2023-04-16,0.04400517557046783,SOCDEM,SOCDEM,1
volby+STEM,2023-04-16,0.08790186063915284,SPD,SPD,1
Kantar,2023-04-16,0.08790186063915284,SPD,SPD,1
Median,2023-04-16,0.08790186063915284,SPD,SPD,1
STEM,2023-04-16,0.08790186063915284,SPD,SPD,1
volby+STEM,2023-04-16,0.06588167501469715,STAN,STAN,1
Kantar,2023-04-16,0.06588167501469715,STAN,STAN,1
Median,2023-04-16,0.06588167501469715,STAN,STAN,1
STEM,2023-04-16,0.06588167501469715,STAN,STAN,1
volby+STEM,2023-04-16,0.04661351246301806,TOP 09,TOP 09,1
Kantar,2023-04-16,0.04661351246301806,TOP 09,TOP 09,1
Median,2023-04-16,0.04661351246301806,TOP 09,TOP 09,1
STEM,2023-04-16,0.04661351246301806,TOP 09,TOP 09,1
volby+STEM,2023-04-26,0.32039656785500154,ANO,ANO,1
Kantar,2023-04-26,0.32039656785500154,ANO,ANO,1
Median,2023-04-26,0.32039656785500154,ANO,ANO,1
STEM,2023-04-26,0.32039656785500154,ANO,ANO,1
volby+STEM,2023-04-26,0.04266375357146266,KDU-ČSL,KDU-ČSL,1
Kantar,2023-04-26,0.04266375357146266,KDU-ČSL,KDU-ČSL,1
Median,2023-04-26,0.04266375357146266,KDU-ČSL,KDU-ČSL,1
STEM,2023-04-26,0.04266375357146266,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-04-26,0.031627804432620414,KSČM,KSČM,1
Kantar,2023-04-26,0.031627804432620414,KSČM,KSČM,1
Median,2023-04-26,0.031627804432620414,KSČM,KSČM,1
STEM,2023-04-26,0.031627804432620414,KSČM,KSČM,1
volby+STEM,2023-04-26,0.1628501290003758,ODS,ODS,1
Kantar,2023-04-26,0.1628501290003758,ODS,ODS,1
Median,2023-04-26,0.1628501290003758,ODS,ODS,1
STEM,2023-04-26,0.1628501290003758,ODS,ODS,1
volby+STEM,2023-04-26,0.10664823586009801,Piráti,Piráti,1
Kantar,2023-04-26,0.10664823586009801,Piráti,Piráti,1
Median,2023-04-26,0.10664823586009801,Piráti,Piráti,1
STEM,2023-04-26,0.10664823586009801,Piráti,Piráti,1
volby+STEM,2023-04-26,0.024465565868130656,Přísaha,Přísaha,1
Kantar,2023-04-26,0.024465565868130656,Přísaha,Přísaha,1
Median,2023-04-26,0.024465565868130656,Přísaha,Přísaha,1
STEM,2023-04-26,0.024465565868130656,Přísaha,Přísaha,1
volby+STEM,2023-04-26,0.04420263839867597,SOCDEM,SOCDEM,1
Kantar,2023-04-26,0.04420263839867597,SOCDEM,SOCDEM,1
Median,2023-04-26,0.04420263839867597,SOCDEM,SOCDEM,1
STEM,2023-04-26,0.04420263839867597,SOCDEM,SOCDEM,1
volby+STEM,2023-04-26,0.08807978707630154,SPD,SPD,1
Kantar,2023-04-26,0.08807978707630154,SPD,SPD,1
Median,2023-04-26,0.08807978707630154,SPD,SPD,1
STEM,2023-04-26,0.08807978707630154,SPD,SPD,1
volby+STEM,2023-04-26,0.06420932777996262,STAN,STAN,1
Kantar,2023-04-26,0.06420932777996262,STAN,STAN,1
Median,2023-04-26,0.06420932777996262,STAN,STAN,1
STEM,2023-04-26,0.06420932777996262,STAN,STAN,1
volby+STEM,2023-04-26,0.04705017680663189,TOP 09,TOP 09,1
Kantar,2023-04-26,0.04705017680663189,TOP 09,TOP 09,1
Median,2023-04-26,0.04705017680663189,TOP 09,TOP 09,1
STEM,2023-04-26,0.04705017680663189,TOP 09,TOP 09,1
volby+STEM,2023-05-17,0.3308883788538114,ANO,ANO,1
Kantar,2023-05-17,0.3308883788538114,ANO,ANO,1
Median,2023-05-17,0.3308883788538114,ANO,ANO,1
STEM,2023-05-17,0.3308883788538114,ANO,ANO,1
volby+STEM,2023-05-17,0.03929281552028032,KDU-ČSL,KDU-ČSL,1
Kantar,2023-05-17,0.03929281552028032,KDU-ČSL,KDU-ČSL,1
Median,2023-05-17,0.03929281552028032,KDU-ČSL,KDU-ČSL,1
STEM,2023-05-17,0.03929281552028032,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-05-17,0.03326585428393514,KSČM,KSČM,1
Kantar,2023-05-17,0.03326585428393514,KSČM,KSČM,1
Median,2023-05-17,0.03326585428393514,KSČM,KSČM,1
STEM,2023-05-17,0.03326585428393514,KSČM,KSČM,1
volby+STEM,2023-05-17,0.1578447484342048,ODS,ODS,1
Kantar,2023-05-17,0.1578447484342048,ODS,ODS,1
Median,2023-05-17,0.1578447484342048,ODS,ODS,1
STEM,2023-05-17,0.1578447484342048,ODS,ODS,1
volby+STEM,2023-05-17,0.10791579695329663,Piráti,Piráti,1
Kantar,2023-05-17,0.10791579695329663,Piráti,Piráti,1
Median,2023-05-17,0.10791579695329663,Piráti,Piráti,1
STEM,2023-05-17,0.10791579695329663,Piráti,Piráti,1
volby+STEM,2023-05-17,0.024436450846917684,Přísaha,Přísaha,1
Kantar,2023-05-17,0.024436450846917684,Přísaha,Přísaha,1
Median,2023-05-17,0.024436450846917684,Přísaha,Přísaha,1
STEM,2023-05-17,0.024436450846917684,Přísaha,Přísaha,1
volby+STEM,2023-05-17,0.04075040637194416,SOCDEM,SOCDEM,1
Kantar,2023-05-17,0.04075040637194416,SOCDEM,SOCDEM,1
Median,2023-05-17,0.04075040637194416,SOCDEM,SOCDEM,1
STEM,2023-05-17,0.04075040637194416,SOCDEM,SOCDEM,1
volby+STEM,2023-05-17,0.0877702386612842,SPD,SPD,1
Kantar,2023-05-17,0.0877702386612842,SPD,SPD,1
Median,2023-05-17,0.0877702386612842,SPD,SPD,1
STEM,2023-05-17,0.0877702386612842,SPD,SPD,1
volby+STEM,2023-05-17,0.062154632933269706,STAN,STAN,1
Kantar,2023-05-17,0.062154632933269706,STAN,STAN,1
Median,2023-05-17,0.062154632933269706,STAN,STAN,1
STEM,2023-05-17,0.062154632933269706,STAN,STAN,1
volby+STEM,2023-05-17,0.04692279885698713,TOP 09,TOP 09,1
Kantar,2023-05-17,0.04692279885698713,TOP 09,TOP 09,1
Median,2023-05-17,0.04692279885698713,TOP 09,TOP 09,1
STEM,2023-05-17,0.04692279885698713,TOP 09,TOP 09,1
volby+STEM,2023-05-23,0.3322313913685393,ANO,ANO,1
Kantar,2023-05-23,0.3322313913685393,ANO,ANO,1
Median,2023-05-23,0.3322313913685393,ANO,ANO,1
STEM,2023-05-23,0.3322313913685393,ANO,ANO,1
volby+STEM,2023-05-23,0.03836318651271472,KDU-ČSL,KDU-ČSL,1
Kantar,2023-05-23,0.03836318651271472,KDU-ČSL,KDU-ČSL,1
Median,2023-05-23,0.03836318651271472,KDU-ČSL,KDU-ČSL,1
STEM,2023-05-23,0.03836318651271472,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-05-23,0.0335201139202444,KSČM,KSČM,1
Kantar,2023-05-23,0.0335201139202444,KSČM,KSČM,1
Median,2023-05-23,0.0335201139202444,KSČM,KSČM,1
STEM,2023-05-23,0.0335201139202444,KSČM,KSČM,1
volby+STEM,2023-05-23,0.15730976016804393,ODS,ODS,1
Kantar,2023-05-23,0.15730976016804393,ODS,ODS,1
Median,2023-05-23,0.15730976016804393,ODS,ODS,1
STEM,2023-05-23,0.15730976016804393,ODS,ODS,1
volby+STEM,2023-05-23,0.10851721197411131,Piráti,Piráti,1
Kantar,2023-05-23,0.10851721197411131,Piráti,Piráti,1
Median,2023-05-23,0.10851721197411131,Piráti,Piráti,1
STEM,2023-05-23,0.10851721197411131,Piráti,Piráti,1
volby+STEM,2023-05-23,0.024850652135844132,Přísaha,Přísaha,1
Kantar,2023-05-23,0.024850652135844132,Přísaha,Přísaha,1
Median,2023-05-23,0.024850652135844132,Přísaha,Přísaha,1
STEM,2023-05-23,0.024850652135844132,Přísaha,Přísaha,1
volby+STEM,2023-05-23,0.03993851185219905,SOCDEM,SOCDEM,1
Kantar,2023-05-23,0.03993851185219905,SOCDEM,SOCDEM,1
Median,2023-05-23,0.03993851185219905,SOCDEM,SOCDEM,1
STEM,2023-05-23,0.03993851185219905,SOCDEM,SOCDEM,1
volby+STEM,2023-05-23,0.08795433374748747,SPD,SPD,1
Kantar,2023-05-23,0.08795433374748747,SPD,SPD,1
Median,2023-05-23,0.08795433374748747,SPD,SPD,1
STEM,2023-05-23,0.08795433374748747,SPD,SPD,1
volby+STEM,2023-05-23,0.06183374338376479,STAN,STAN,1
Kantar,2023-05-23,0.06183374338376479,STAN,STAN,1
Median,2023-05-23,0.06183374338376479,STAN,STAN,1
STEM,2023-05-23,0.06183374338376479,STAN,STAN,1
volby+STEM,2023-05-23,0.046122535688345644,TOP 09,TOP 09,1
Kantar,2023-05-23,0.046122535688345644,TOP 09,TOP 09,1
Median,2023-05-23,0.046122535688345644,TOP 09,TOP 09,1
STEM,2023-05-23,0.046122535688345644,TOP 09,TOP 09,1
volby+STEM,2023-05-24,0.33241191816434534,ANO,ANO,1
Kantar,2023-05-24,0.33241191816434534,ANO,ANO,1
Median,2023-05-24,0.33241191816434534,ANO,ANO,1
STEM,2023-05-24,0.33241191816434534,ANO,ANO,1
volby+STEM,2023-05-24,0.038277184999969856,KDU-ČSL,KDU-ČSL,1
Kantar,2023-05-24,0.038277184999969856,KDU-ČSL,KDU-ČSL,1
Median,2023-05-24,0.038277184999969856,KDU-ČSL,KDU-ČSL,1
STEM,2023-05-24,0.038277184999969856,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-05-24,0.033491306246804735,KSČM,KSČM,1
Kantar,2023-05-24,0.033491306246804735,KSČM,KSČM,1
Median,2023-05-24,0.033491306246804735,KSČM,KSČM,1
STEM,2023-05-24,0.033491306246804735,KSČM,KSČM,1
volby+STEM,2023-05-24,0.15740036639474075,ODS,ODS,1
Kantar,2023-05-24,0.15740036639474075,ODS,ODS,1
Median,2023-05-24,0.15740036639474075,ODS,ODS,1
STEM,2023-05-24,0.15740036639474075,ODS,ODS,1
volby+STEM,2023-05-24,0.10862602993844644,Piráti,Piráti,1
Kantar,2023-05-24,0.10862602993844644,Piráti,Piráti,1
Median,2023-05-24,0.10862602993844644,Piráti,Piráti,1
STEM,2023-05-24,0.10862602993844644,Piráti,Piráti,1
volby+STEM,2023-05-24,0.02485385662993196,Přísaha,Přísaha,1
Kantar,2023-05-24,0.02485385662993196,Přísaha,Přísaha,1
Median,2023-05-24,0.02485385662993196,Přísaha,Přísaha,1
STEM,2023-05-24,0.02485385662993196,Přísaha,Přísaha,1
volby+STEM,2023-05-24,0.039785826362464485,SOCDEM,SOCDEM,1
Kantar,2023-05-24,0.039785826362464485,SOCDEM,SOCDEM,1
Median,2023-05-24,0.039785826362464485,SOCDEM,SOCDEM,1
STEM,2023-05-24,0.039785826362464485,SOCDEM,SOCDEM,1
volby+STEM,2023-05-24,0.08790478289436496,SPD,SPD,1
Kantar,2023-05-24,0.08790478289436496,SPD,SPD,1
Median,2023-05-24,0.08790478289436496,SPD,SPD,1
STEM,2023-05-24,0.08790478289436496,SPD,SPD,1
volby+STEM,2023-05-24,0.0618411194511813,STAN,STAN,1
Kantar,2023-05-24,0.0618411194511813,STAN,STAN,1
Median,2023-05-24,0.0618411194511813,STAN,STAN,1
STEM,2023-05-24,0.0618411194511813,STAN,STAN,1
volby+STEM,2023-05-24,0.04597472558111292,TOP 09,TOP 09,1
Kantar,2023-05-24,0.04597472558111292,TOP 09,TOP 09,1
Median,2023-05-24,0.04597472558111292,TOP 09,TOP 09,1
STEM,2023-05-24,0.04597472558111292,TOP 09,TOP 09,1
volby+STEM,2023-06-21,0.34007402766072065,ANO,ANO,1
Kantar,2023-06-21,0.34007402766072065,ANO,ANO,1
Median,2023-06-21,0.34007402766072065,ANO,ANO,1
STEM,2023-06-21,0.34007402766072065,ANO,ANO,1
volby+STEM,2023-06-21,0.032077376013346405,KDU-ČSL,KDU-ČSL,1
Kantar,2023-06-21,0.032077376013346405,KDU-ČSL,KDU-ČSL,1
Median,2023-06-21,0.032077376013346405,KDU-ČSL,KDU-ČSL,1
STEM,2023-06-21,0.032077376013346405,KDU-ČSL,KDU-ČSL,1
volby+STEM,2023-06-21,0.03061096790273268,KSČM,KSČM,1
Kantar,2023-06-21,0.03061096790273268,KSČM,KSČM,1
Median,2023-06-21,0.03061096790273268,KSČM,KSČM,1
STEM,2023-06-21,0.03061096790273268,KSČM,KSČM,1
volby+STEM,2023-06-21,0.151497983290076,ODS,ODS,1
Kantar,2023-06-21,0.151497983290076,ODS,ODS,1
Median,2023-06-21,0.151497983290076,ODS,ODS,1
STEM,2023-06-21,0.151497983290076,ODS,ODS,1
volby+STEM,2023-06-21,0.10909209470361599,Piráti,Piráti,1
Kantar,2023-06-21,0.10909209470361599,Piráti,Piráti,1
Median,2023-06-21,0.10909209470361599,Piráti,Piráti,1
STEM,2023-06-21,0.10909209470361599,Piráti,Piráti,1
volby+STEM,2023-06-21,0.02490342996297448,Přísaha,Přísaha,1
Kantar,2023-06-21,0.02490342996297448,Přísaha,Přísaha,1
Median,2023-06-21,0.02490342996297448,Přísaha,Přísaha,1
STEM,2023-06-21,0.02490342996297448,Přísaha,Přísaha,1
volby+STEM,2023-06-21,0.03985847626137904,SOCDEM,SOCDEM,1
Kantar,2023-06-21,0.03985847626137904,SOCDEM,SOCDEM,1
Median,2023-06-21,0.03985847626137904,SOCDEM,SOCDEM,1
STEM,2023-06-21,0.03985847626137904,SOCDEM,SOCDEM,1
volby+STEM,2023-06-21,0.09200760483914484,SPD,SPD,1
Kantar,2023-06-21,0.09200760483914484,SPD,SPD,1
Median,2023-06-21,0.09200760483914484,SPD,SPD,1
STEM,2023-06-21,0.09200760483914484,SPD,SPD,1
volby+STEM,2023-06-21,0.05952054142715472,STAN,STAN,1
Kantar,2023-06-21,0.05952054142715472,STAN,STAN,1
Median,2023-06-21,0.05952054142715472,STAN,STAN,1
STEM,2023-06-21,0.05952054142715472,STAN,STAN,1
volby+STEM,2023-06-21,0.04734014003174538,TOP 09,TOP 09,1
Kantar,2023-06-21,0.04734014003174538,TOP 09,TOP 09,1
Median,2023-06-21,0.04734014003174538,TOP 09,TOP 09,1
STEM,2023-06-21,0.04734014003174538,TOP 09,TOP 09,1
volby+STEM,2021-10-09,0.271,,ANO,12
Kantar,2021-11-10,0.27,,ANO,6
Kantar,2022-02-23,0.25,,ANO,6
Kantar,2022-03-23,0.275,,ANO,6
Kantar,2022-04-18,0.275,,ANO,6
Median,2022-05-17,0.285,,ANO,6
Kantar,2022-05-24,0.28,,ANO,6
Median,2022-06-11,0.29,,ANO,6
Median,2022-07-20,0.3,,ANO,6
STEM,2022-08-07,0.311,,ANO,6
Median,2022-08-16,0.29,,ANO,6
Kantar,2022-08-24,0.305,,ANO,6
STEM,2022-09-04,0.3,,ANO,6
Median,2022-09-15,0.305,,ANO,6
Kantar,2022-09-21,0.295,,ANO,6
Median,2022-10-16,0.315,,ANO,6
Kantar,2022-10-26,0.265,,ANO,6
STEM,2022-12-02,0.308,,ANO,6
Kantar,2023-02-22,0.295,,ANO,6
Median,2023-02-23,0.32,,ANO,6
Median,2023-03-18,0.345,,ANO,6
Kantar,2023-03-28,0.295,,ANO,6
Median,2023-04-16,0.31,,ANO,6
Kantar,2023-04-26,0.305,,ANO,6
Median,2023-05-17,0.345,,ANO,6
STEM,2023-05-23,0.335,,ANO,6
Kantar,2023-05-24,0.335,,ANO,6
Median,2023-06-21,0.355,,ANO,6
volby+STEM,2021-10-09,0.096,,SPD,12
Kantar,2021-11-10,0.095,,SPD,6
Kantar,2022-02-23,0.115,,SPD,6
Kantar,2022-03-23,0.095,,SPD,6
Kantar,2022-04-18,0.11,,SPD,6
Median,2022-05-17,0.115,,SPD,6
Kantar,2022-05-24,0.11,,SPD,6
Median,2022-06-11,0.125,,SPD,6
Median,2022-07-20,0.125,,SPD,6
STEM,2022-08-07,0.11900000000000001,,SPD,6
Median,2022-08-16,0.14,,SPD,6
Kantar,2022-08-24,0.11,,SPD,6
STEM,2022-09-04,0.14300000000000002,,SPD,6
Median,2022-09-15,0.115,,SPD,6
Kantar,2022-09-21,0.115,,SPD,6
Median,2022-10-16,0.12,,SPD,6
Kantar,2022-10-26,0.11,,SPD,6
STEM,2022-12-02,0.124,,SPD,6
Kantar,2023-02-22,0.085,,SPD,6
Median,2023-02-23,0.095,,SPD,6
Median,2023-03-18,0.1,,SPD,6
Kantar,2023-03-28,0.08,,SPD,6
Median,2023-04-16,0.085,,SPD,6
Kantar,2023-04-26,0.09,,SPD,6
Median,2023-05-17,0.085,,SPD,6
STEM,2023-05-23,0.09300000000000001,,SPD,6
Kantar,2023-05-24,0.08,,SPD,6
Median,2023-06-21,0.1,,SPD,6
volby+STEM,2021-10-09,0.047,,SOCDEM,12
Kantar,2021-11-10,0.04,,SOCDEM,6
Kantar,2022-02-23,0.03,,SOCDEM,6
Kantar,2022-03-23,0.025,,SOCDEM,6
Kantar,2022-04-18,0.025,,SOCDEM,6
Median,2022-05-17,0.055,,SOCDEM,6
Kantar,2022-05-24,0.045,,SOCDEM,6
Median,2022-06-11,0.055999999999999994,,SOCDEM,6
Median,2022-07-20,0.05,,SOCDEM,6
STEM,2022-08-07,0.048,,SOCDEM,6
Median,2022-08-16,0.05,,SOCDEM,6
Kantar,2022-08-24,0.03,,SOCDEM,6
STEM,2022-09-04,0.04,,SOCDEM,6
Median,2022-09-15,0.045,,SOCDEM,6
Kantar,2022-09-21,0.025,,SOCDEM,6
Median,2022-10-16,0.055,,SOCDEM,6
Kantar,2022-10-26,0.035,,SOCDEM,6
STEM,2022-12-02,0.04,,SOCDEM,6
Kantar,2023-02-22,0.045,,SOCDEM,6
Median,2023-02-23,0.05,,SOCDEM,6
Median,2023-03-18,0.04,,SOCDEM,6
Kantar,2023-03-28,0.05,,SOCDEM,6
Median,2023-04-16,0.04,,SOCDEM,6
Kantar,2023-04-26,0.055,,SOCDEM,6
Median,2023-05-17,0.04,,SOCDEM,6
STEM,2023-05-23,0.040999999999999995,,SOCDEM,6
Kantar,2023-05-24,0.03,,SOCDEM,6
Median,2023-06-21,0.04,,SOCDEM,6
volby+STEM,2021-10-09,0.036000000000000004,,KSČM,12
Kantar,2021-11-10,0.035,,KSČM,6
Kantar,2022-02-23,0.02,,KSČM,6
Kantar,2022-03-23,0.025,,KSČM,6
Kantar,2022-04-18,0.02,,KSČM,6
Median,2022-05-17,0.03,,KSČM,6
Kantar,2022-05-24,0.025,,KSČM,6
Median,2022-06-11,0.027999999999999997,,KSČM,6
Median,2022-07-20,0.025,,KSČM,6
STEM,2022-08-07,0.034,,KSČM,6
Median,2022-08-16,0.035,,KSČM,6
Kantar,2022-08-24,0.035,,KSČM,6
STEM,2022-09-04,,,KSČM,6
Median,2022-09-15,0.025,,KSČM,6
Kantar,2022-09-21,0.02,,KSČM,6
Median,2022-10-16,0.02,,KSČM,6
Kantar,2022-10-26,0.025,,KSČM,6
STEM,2022-12-02,0.042,,KSČM,6
Kantar,2023-02-22,0.02,,KSČM,6
Median,2023-02-23,0.035,,KSČM,6
Median,2023-03-18,0.03,,KSČM,6
Kantar,2023-03-28,0.025,,KSČM,6
Median,2023-04-16,0.04,,KSČM,6
Kantar,2023-04-26,0.025,,KSČM,6
Median,2023-05-17,0.035,,KSČM,6
STEM,2023-05-23,0.038,,KSČM,6
Kantar,2023-05-24,0.035,,KSČM,6
Median,2023-06-21,0.025,,KSČM,6
volby+STEM,2021-10-09,0.047,,Přísaha,12
Kantar,2021-11-10,0.025,,Přísaha,6
Kantar,2022-02-23,0.03,,Přísaha,6
Kantar,2022-03-23,0.035,,Přísaha,6
Kantar,2022-04-18,0.03,,Přísaha,6
Median,2022-05-17,0.03,,Přísaha,6
Kantar,2022-05-24,0.02,,Přísaha,6
Median,2022-06-11,0.022000000000000002,,Přísaha,6
Median,2022-07-20,0.03,,Přísaha,6
STEM,2022-08-07,0.033,,Přísaha,6
Median,2022-08-16,0.035,,Přísaha,6
Kantar,2022-08-24,0.03,,Přísaha,6
STEM,2022-09-04,0.035,,Přísaha,6
Median,2022-09-15,0.03,,Přísaha,6
Kantar,2022-09-21,0.04,,Přísaha,6
Median,2022-10-16,0.02,,Přísaha,6
Kantar,2022-10-26,0.025,,Přísaha,6
STEM,2022-12-02,,,Přísaha,6
Kantar,2023-02-22,0.025,,Přísaha,6
Median,2023-02-23,0.025,,Přísaha,6
Median,2023-03-18,0.02,,Přísaha,6
Kantar,2023-03-28,0.035,,Přísaha,6
Median,2023-04-16,0.02,,Přísaha,6
Kantar,2023-04-26,0.025,,Přísaha,6
Median,2023-05-17,0.02,,Přísaha,6
STEM,2023-05-23,0.028999999999999998,,Přísaha,6
Kantar,2023-05-24,0.025,,Přísaha,6
Median,2023-06-21,0.025,,Přísaha,6
volby+STEM,2021-10-09,0.136,,ODS,12
Kantar,2021-11-10,0.155,,ODS,6
Kantar,2022-02-23,0.21,,ODS,6
Kantar,2022-03-23,0.225,,ODS,6
Kantar,2022-04-18,0.26,,ODS,6
Median,2022-05-17,0.165,,ODS,6
Kantar,2022-05-24,0.225,,ODS,6
Median,2022-06-11,0.161,,ODS,6
Median,2022-07-20,0.155,,ODS,6
STEM,2022-08-07,0.155,,ODS,6
Median,2022-08-16,0.16,,ODS,6
Kantar,2022-08-24,0.195,,ODS,6
STEM,2022-09-04,0.142,,ODS,6
Median,2022-09-15,0.16,,ODS,6
Kantar,2022-09-21,0.18,,ODS,6
Median,2022-10-16,0.135,,ODS,6
Kantar,2022-10-26,0.215,,ODS,6
STEM,2022-12-02,0.139,,ODS,6
Kantar,2023-02-22,0.215,,ODS,6
Median,2023-02-23,0.145,,ODS,6
Median,2023-03-18,0.155,,ODS,6
Kantar,2023-03-28,0.2,,ODS,6
Median,2023-04-16,0.15,,ODS,6
Kantar,2023-04-26,0.17,,ODS,6
Median,2023-05-17,0.15,,ODS,6
STEM,2023-05-23,0.146,,ODS,6
Kantar,2023-05-24,0.17,,ODS,6
Median,2023-06-21,0.14,,ODS,6
volby+STEM,2021-10-09,0.061,,STAN,12
Kantar,2021-11-10,0.13,,STAN,6
Kantar,2022-02-23,0.11,,STAN,6
Kantar,2022-03-23,0.1,,STAN,6
Kantar,2022-04-18,0.1,,STAN,6
Median,2022-05-17,0.085,,STAN,6
Kantar,2022-05-24,0.065,,STAN,6
Median,2022-06-11,0.048,,STAN,6
Median,2022-07-20,0.055,,STAN,6
STEM,2022-08-07,0.055,,STAN,6
Median,2022-08-16,0.04,,STAN,6
Kantar,2022-08-24,0.065,,STAN,6
STEM,2022-09-04,0.05,,STAN,6
Median,2022-09-15,0.055,,STAN,6
Kantar,2022-09-21,0.075,,STAN,6
Median,2022-10-16,0.055,,STAN,6
Kantar,2022-10-26,0.06,,STAN,6
STEM,2022-12-02,0.064,,STAN,6
Kantar,2023-02-22,0.07,,STAN,6
Median,2023-02-23,0.07,,STAN,6
Median,2023-03-18,0.08,,STAN,6
Kantar,2023-03-28,0.055,,STAN,6
Median,2023-04-16,0.075,,STAN,6
Kantar,2023-04-26,0.06,,STAN,6
Median,2023-05-17,0.06,,STAN,6
STEM,2023-05-23,0.057999999999999996,,STAN,6
